ACCOUNT_NUM,STRING
APPRAISAL_YR,INTEGER
SECTION_NUM,INTEGER
SPTD_CD,STRING
SPTD_DESC,STRING
ZONING,STRING
FRONT_DIM,INTEGER
DEPTH_DIM,INTEGER
AREA_SIZE,FLOAT
AREA_UOM_DESC,STRING
PRICING_METH_DESC,STRING
COST_PER_UOM,FLOAT
MARKET_ADJ_PCT,FLOAT
VAL_AMT,FLOAT
AG_USE_IND,BOOLEAN
ACCT_AG_VAL_AMT,INTEGER
