Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:00000645226000000,6811 BALALAIKA RD,,,,1972,1972,,ONE STORY,1296,$59.24 ,1296,$59.24 ,14,AVERAGE,0.45,"$76,770 ","$68,400 ",12.2368,,,
Acct:00000645229000000,6815 BALALAIKA RD,,,,1973,1973,,ONE STORY,1260,$58.28 ,1260,$58.28 ,14,AVERAGE,0.45,"$73,430 ","$65,390 ",12.2955,,,
Acct:00000645232000000,6819 BALALAIKA RD,,,,1972,1972,,ONE STORY,972,$69.12 ,972,$69.12 ,14,AVERAGE,0.45,"$67,180 ","$59,780 ",12.3787,,,
Acct:00000645235000000,6825 BALALAIKA RD,,,,1973,1973,,ONE STORY,1149,$61.62 ,1149,$61.62 ,14,AVERAGE,0.45,"$70,800 ","$63,030 ",12.3275,,,
Acct:00000645238000000,6905 BALALAIKA RD,,,,1973,1973,"$2,880 ",ONE STORY,1395,$61.51 ,1395,$61.51 ,14,AVERAGE,0.45,"$85,800 ","$76,800 ",11.7188,,,
Acct:00000645241000000,6909 BALALAIKA RD,,,,1973,1973,,ONE STORY,1395,$57.99 ,1395,$57.99 ,14,AVERAGE,0.45,"$80,900 ","$72,100 ",12.2053,,,
Acct:00000645244000000,6915 BALALAIKA RD,,,,1972,1972,,ONE STORY,972,$69.12 ,972,$69.12 ,14,AVERAGE,0.45,"$67,180 ","$59,780 ",12.3787,,,
Acct:00000645247000000,6919 BALALAIKA RD,,,,1973,1973,$500 ,ONE STORY,1395,$62.71 ,1395,$62.71 ,14,GOOD,0.4,"$87,480 ","$77,610 ",12.7174,,,
Acct:00000645250000000,6925 BALALAIKA RD,,,,1973,1973,,ONE STORY,1320,$57.36 ,1320,$57.36 ,14,AVERAGE,0.45,"$75,720 ","$67,450 ",12.2609,,,
Acct:00000645253000000,6929 BALALAIKA RD,,,,1973,1973,,ONE STORY,1260,$59.48 ,1260,$59.48 ,14,AVERAGE,0.45,"$74,940 ","$66,750 ",12.2697,,,
Acct:00000645256000000,7007 BALALAIKA RD,,,,1972,1972,,ONE STORY,972,$69.12 ,972,$69.12 ,14,AVERAGE,0.45,"$67,180 ","$59,780 ",12.3787,,,
Acct:00000645259000000,7011 BALALAIKA RD,,,,1973,1973,,ONE STORY,1395,$56.92 ,1395,$56.92 ,14,AVERAGE,0.45,"$79,400 ","$70,760 ",12.2103,,,
Acct:00000645262000000,7017 BALALAIKA RD,,,,1972,1972,,ONE STORY,972,$60.70 ,972,$60.70 ,14,AVERAGE,0.45,"$59,000 ","$38,760 ",52.2188,,,
Acct:00000645202000000,6708 CARIOCA DR,,,,1960,1960,,ONE STORY,1196,$52.39 ,1196,$52.39 ,14,FAIR,0.6,"$62,660 ","$42,050 ",49.0131,9/19/12,FORECLOSURE,"$23,000 "
Acct:00000644941000000,6709 CARIOCA DR,,,,1960,1960,,ONE STORY,1196,$67.65 ,1196,$67.65 ,14,GOOD,0.45,"$80,910 ","$67,100 ",20.5812,,,
Acct:00000645199000000,6714 CARIOCA DR,,,,1960,1960,"$10,500 ",ONE STORY,1229,$68.81 ,1229,$68.81 ,14,AVERAGE,0.5,"$84,570 ","$71,970 ",17.5073,,,
Acct:00000644944000000,6715 CARIOCA DR,,,,1960,1990,,ONE STORY,1229,$84.71 ,1229,$84.71 ,14,VERY GOOD,0.25,"$104,110 ","$61,470 ",69.3672,7/13/15,REMODEL BEFORE SALE,"$110,000 "
Acct:00000645196000000,6718 CARIOCA DR,,,,1960,1960,,ONE STORY,1428,$57.79 ,1428,$57.79 ,14,GOOD,0.45,"$82,520 ","$68,430 ",20.5904,,,
Acct:00000644947000000,6721 CARIOCA DR,,,,1960,1960,,ONE STORY,1650,$29.32 ,1650,$29.32 ,14,POOR,0.7,"$48,380 ","$23,000 ",110.3478,7/16/13,CASH SALE,"$20,000 "
Acct:00000645193000000,6724 CARIOCA DR,,,,1960,1960,,ONE STORY,1229,$60.27 ,1229,$60.27 ,14,AVERAGE,0.5,"$74,070 ","$61,470 ",20.4978,,,
Acct:00000645190000000,6728 CARIOCA DR,,,,1961,1961,,ONE STORY,972,$54.29 ,972,$54.29 ,14,FAIR,0.6,"$52,770 ","$47,920 ",10.121,,,
Acct:00000645187000000,6732 CARIOCA DR,,,,1960,1960,,ONE STORY,1511,$41.63 ,1511,$41.63 ,14,FAIR,0.6,"$62,900 ","$52,270 ",20.3367,,,
Acct:00000645184000000,6804 CARIOCA DR,,,,1960,1960,"$2,100 ",ONE STORY,1218,$63.99 ,1218,$63.99 ,14,AVERAGE,0.5,"$77,940 ","$65,030 ",19.8524,,,
Acct:00000645181000000,6808 CARIOCA DR,,,,1961,1961,,ONE STORY,1074,$53.82 ,1074,$53.82 ,14,FAIR,0.6,"$57,800 ","$43,560 ",32.6905,11/30/12,CASH SALE,"$19,900 "
Acct:00000644950000000,6815 CARIOCA DR,,,,1960,1960,,ONE STORY,1573,$51.39 ,1573,$51.39 ,14,AVERAGE,0.5,"$80,830 ","$67,040 ",20.5698,,,
Acct:00000645178000000,6816 CARIOCA DR,,,,1960,1995,,ONE STORY,1196,$93.08 ,1196,$93.08 ,14,VERY GOOD,0.2,"$111,320 ","$51,210 ",117.3794,1/5/16,REMODEL BEFORE SALE,"$108,000 "
Acct:00000644956000000,6823 CARIOCA DR,,,,1960,1960,,ONE STORY,1196,$62.56 ,1196,$62.56 ,14,AVERAGE,0.5,"$74,820 ","$62,090 ",20.5025,,,
Acct:00000645175000000,6824 CARIOCA DR,3,"$8,000 ",$0 ,1960,1960,,ONE STORY,1229,$59.17 ,1229,$59.17 ,14,AVERAGE,0.5,"$72,720 ","$50,690 ",43.4602,,,
Acct:00000644959000000,6827 CARIOCA DR,,,,1960,1960,$500 ,ONE STORY,1541,$50.79 ,1541,$50.79 ,14,AVERAGE,0.5,"$78,260 ","$65,010 ",20.3815,,,
Acct:00000645172000000,6828 CARIOCA DR,,,,1960,1960,,ONE STORY,1196,$52.39 ,1196,$52.39 ,14,FAIR,0.6,"$62,660 ","$52,070 ",20.338,,,
Acct:00000644962000000,6831 CARIOCA DR,,,,1960,1960,,ONE STORY,1641,$51.05 ,1641,$51.05 ,14,AVERAGE,0.5,"$83,780 ","$69,470 ",20.5988,,,
Acct:00000645169000000,6832 CARIOCA CIR,,,,1960,1960,,ONE STORY,1183,$51.68 ,1183,$51.68 ,14,FAIR,0.6,"$61,140 ","$50,820 ",20.307,,,
Acct:00000644965000000,6835 CARIOCA DR,,,,1960,1960,,ONE STORY,1229,$60.27 ,1229,$60.27 ,14,AVERAGE,0.5,"$74,070 ","$61,470 ",20.4978,,,
Acct:00000645166000000,6836 CARIOCA CIR,,,,1960,1960,,ONE STORY,1658,$50.98 ,1658,$50.98 ,14,AVERAGE,0.5,"$84,520 ","$70,080 ",20.605,,,
Acct:00000645163000000,6840 CARIOCA CIR,,,,1960,1960,,ONE STORY,1541,$50.46 ,1541,$50.46 ,14,AVERAGE,0.5,"$77,760 ","$64,510 ",20.5395,,,
Acct:00000645160000000,6844 CARIOCA CIR,,,,1960,1960,"$5,500 ",ONE STORY,1458,$58.27 ,1458,$58.27 ,14,AVERAGE,0.5,"$84,960 ","$71,410 ",18.9749,,,
Acct:00000645157000000,6848 CARIOCA CIR,,,,1960,1960,,ONE STORY,1526,$47.44 ,1526,$47.44 ,14,FAIR,0.6,"$72,390 ","$60,080 ",20.4893,,,
Acct:00000644968000000,6905 CARIOCA DR,,,,1960,1960,,ONE STORY,1467,$53.35 ,1467,$53.35 ,14,AVERAGE,0.5,"$78,260 ","$64,920 ",20.5484,,,
Acct:00000645154000000,6906 CARIOCA DR,,,,1960,1960,,ONE STORY,1183,$62.74 ,1183,$62.74 ,14,AVERAGE,0.5,"$74,220 ","$61,600 ",20.487,,,
Acct:00000644971000000,6911 CARIOCA DR,,,,1960,1960,,ONE STORY,1183,$66.63 ,1183,$66.63 ,14,GOOD,0.45,"$78,820 ","$65,380 ",20.5567,,,
Acct:00000645151000000,6912 CARIOCA PL,,,,1960,1960,"$5,200 ",ONE STORY,1122,$66.89 ,1122,$66.89 ,14,AVERAGE,0.5,"$75,050 ","$63,190 ",18.7688,,,
Acct:00000644974000000,6915 CARIOCA DR,,,,1960,1960,"$4,430 ",ONE STORY,1338,$63.19 ,1338,$63.19 ,14,GOOD,0.45,"$84,550 ","$70,880 ",19.2861,,,
Acct:00000645148000000,6918 CARIOCA DR,,,,1960,1960,,ONE STORY,1229,$50.50 ,1229,$50.50 ,14,FAIR,0.6,"$62,060 ","$25,900 ",139.6139,,,
Acct:00000644977000000,6921 CARIOCA DR,,,,1960,1960,"$2,160 ",ONE STORY,1143,$68.17 ,1143,$68.17 ,14,GOOD,0.45,"$77,920 ","$65,020 ",19.84,,,
Acct:00000645145000000,6924 CARIOCA PL,,,,1960,1960,,ONE STORY,1183,$62.74 ,1183,$62.74 ,14,AVERAGE,0.5,"$74,220 ","$61,600 ",20.487,,,
Acct:00000644980000000,6925 CARIOCA DR,,,,1960,1960,,ONE STORY,1229,$65.16 ,1229,$65.16 ,14,GOOD,0.45,"$80,080 ","$66,420 ",20.5661,,,
Acct:00000645142000000,6928 CARIOCA PL,,,,1960,1960,,ONE STORY,1143,$66.28 ,1143,$66.28 ,14,GOOD,0.45,"$75,760 ","$62,860 ",20.5218,,,
Acct:00000645139000000,6932 CARIOCA PL,,,,1960,1960,"$6,580 ",ONE STORY,1470,$58.90 ,1470,$58.90 ,14,AVERAGE,0.5,"$86,580 ","$72,930 ",18.7166,,,
Acct:00000645136000000,6936 CARIOCA PL,,,,1960,1960,,ONE STORY,1467,$43.59 ,1467,$43.59 ,14,FAIR,0.6,"$63,940 ","$53,130 ",20.3463,,,
