Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:00000820807240000,7301 ASHCREST LN,,,,1976,1976,"$6,000 ",ONE STORY,1379,$70.95 ,1379,$70.95 ,14,GOOD,0.4,"$97,840 ","$84,920 ",15.2143,,,
Acct:00000820808420000,7302 ASHCREST LN,,,,1976,1976,,ONE STORY,1379,$60.84 ,1379,$60.84 ,14,AVERAGE,0.45,"$83,900 ","$72,370 ",15.932,,,
Acct:00000820807260000,7303 ASHCREST LN,,,,1976,1976,,ONE STORY,1403,$61.60 ,1403,$61.60 ,14,AVERAGE,0.45,"$86,430 ","$78,900 ",9.5437,4/20/15,FORECLOSURE,"$78,900 "
Acct:00000820808400000,7304 ASHCREST LN,,,,1976,1976,,ONE STORY,1449,$60.41 ,1449,$60.41 ,14,AVERAGE,0.45,"$87,540 ","$75,370 ",16.147,,,
Acct:00000820807280000,7305 ASHCREST LN,,,,1976,1976,,ONE STORY,1331,$65.85 ,1331,$65.85 ,14,GOOD,0.4,"$87,640 ","$75,460 ",16.141,,,
Acct:00000820808380000,7306 ASHCREST LN,,,,1976,1976,,ONE STORY,1376,$65.47 ,1376,$65.47 ,14,GOOD,0.4,"$90,090 ","$77,470 ",16.2902,,,
Acct:00000820807300000,7307 ASHCREST LN,,,,1976,1976,,ONE STORY,1376,$52.38 ,1376,$52.38 ,14,FAIR,0.55,"$72,070 ","$62,610 ",15.1094,,,
Acct:00000820808360000,7308 ASHCREST LN,,,,1976,1976,,ONE STORY,1415,$61.24 ,1415,$61.24 ,14,AVERAGE,0.45,"$86,660 ","$74,640 ",16.104,,,
Acct:00000820807320000,7309 ASHCREST LN,,,,1976,1976,,ONE STORY,1369,$52.64 ,1369,$52.64 ,14,FAIR,0.55,"$72,060 ","$62,600 ",15.1118,,,
Acct:00000820808340000,7310 ASHCREST LN,,,,1976,1976,,ONE STORY,1631,$65.30 ,1631,$65.30 ,14,VERY GOOD,0.35,"$106,510 ","$91,020 ",17.0182,,,
Acct:00000820807340000,7311 ASHCREST LN,,,,1976,1976,,ONE STORY,1379,$62.14 ,1379,$62.14 ,14,AVERAGE,0.45,"$85,690 ","$73,840 ",16.0482,,,
