Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:00000820846000000,7101 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$55.21 ,1968,$55.21 ,14,GOOD,0.35,"$108,650 ","$99,190 ",9.5373,,,
Acct:00000820847820000,7102 BLACKWILLOW LN,,,,1978,1978,"$4,000 ",ONE STORY,2059,$51.86 ,1787,$59.75 ,14,GOOD,0.35,"$106,770 ","$97,930 ",9.0269,,,
Acct:00000820846020000,7103 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1898,$53.15 ,1898,$53.15 ,14,AVERAGE,0.4,"$100,880 ","$92,240 ",9.3669,,,
Acct:00000820847800000,7106 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2114,$53.12 ,2114,$53.12 ,14,GOOD,0.35,"$112,300 ","$102,440 ",9.6251,,,
Acct:00000820846040000,7107 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820847780000,7110 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820846060000,7111 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2203,$49.24 ,2203,$49.24 ,14,AVERAGE,0.4,"$108,480 ","$99,030 ",9.5426,,,
Acct:00000820847760000,7114 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$55.21 ,1968,$55.21 ,14,GOOD,0.35,"$108,650 ","$99,190 ",9.5373,,,
Acct:00000820846080000,7115 BLACKWILLOW LN,,,,1978,1978,"$10,000 ",ONE STORY,1742,$67.23 ,1742,$67.23 ,14,VERY GOOD,0.3,"$117,120 ","$107,810 ",8.6356,,,
Acct:00000820847740000,7118 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1888,$53.23 ,1888,$53.23 ,14,AVERAGE,0.4,"$100,500 ","$91,900 ",9.358,,,
Acct:00000820846300000,7201 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$44.82 ,1968,$44.82 ,14,FAIR,0.5,"$88,200 ","$80,910 ",9.01,,,
Acct:00000820847720000,7202 BLACKWILLOW LN,,,,1978,1978,"$8,450 ",ONE STORY,2142,$56.43 ,2102,$57.51 ,14,GOOD,0.35,"$120,880 ","$111,010 ",8.8911,,,
Acct:00000820846320000,7205 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820847700000,7206 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2162,$49.74 ,2162,$49.74 ,14,AVERAGE,0.4,"$107,530 ","$98,190 ",9.5122,,,
Acct:00000820846340000,7209 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2104,$50.24 ,2104,$50.24 ,14,AVERAGE,0.4,"$105,700 ","$96,550 ",9.477,,,
Acct:00000820847680000,7210 BLACKWILLOW LN,,,,1978,1978,"$10,080 ",ONE STORY,2177,$53.96 ,1889,$62.19 ,14,GOOD,0.35,"$117,470 ","$108,140 ",8.6277,,,
Acct:00000820847660000,7212 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$55.21 ,1968,$55.21 ,14,GOOD,0.35,"$108,650 ","$99,190 ",9.5373,,,
Acct:00000820846360000,7215 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$60.41 ,1889,$60.41 ,14,VERY GOOD,0.3,"$114,110 ","$104,060 ",9.6579,7/29/13,MARKET SALE,"$99,500 "
Acct:00000820847640000,7216 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1888,$56.60 ,1888,$56.60 ,14,GOOD,0.35,"$106,870 ","$97,590 ",9.5092,,,
Acct:00000820846380000,7219 BLACKWILLOW LN,,,,1978,1978,"$8,196 ",ONE STORY,2380,$45.65 ,1888,$57.54 ,14,GOOD,0.35,"$108,640 ","$100,050 ",8.5857,,,
Acct:00000820847620000,7220 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820846400000,7223 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$55.21 ,1968,$55.21 ,14,GOOD,0.35,"$108,650 ","$99,190 ",9.5373,,,
Acct:00000820847600000,7224 BLACKWILLOW LN,,,,1978,1978,"$9,730 ",ONE STORY,2380,$42.37 ,2102,$47.97 ,14,FAIR,0.5,"$100,830 ","$93,240 ",8.1403,,,
Acct:00000820846420000,7227 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820847580000,7228 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$53.29 ,1889,$53.29 ,14,AVERAGE,0.4,"$100,670 ","$92,050 ",9.3645,,,
Acct:00000820847560000,7230 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2142,$53.24 ,2142,$53.24 ,14,GOOD,0.35,"$114,030 ","$103,990 ",9.6548,,,
Acct:00000820846440000,7231 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2102,$53.49 ,2102,$53.49 ,14,GOOD,0.35,"$112,430 ","$102,560 ",9.6236,,,
Acct:00000820847540000,7234 BLACKWILLOW LN,,,,1978,1978,$960 ,ONE STORY,1888,$57.11 ,1888,$57.11 ,14,GOOD,0.35,"$107,830 ","$98,550 ",9.4165,,,
Acct:00000820846460000,7235 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$53.29 ,1889,$53.29 ,14,AVERAGE,0.4,"$100,670 ","$92,050 ",9.3645,,,
Acct:00000820846480000,7237 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1920,$55.48 ,1920,$55.48 ,14,GOOD,0.35,"$106,530 ","$97,290 ",9.4974,,,
Acct:00000820847520000,7238 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1742,$57.92 ,1742,$57.92 ,14,GOOD,0.35,"$100,890 ","$92,260 ",9.354,,,
Acct:00000820846500000,7301 BLACKWILLOW LN,,,,1978,1978,"$3,100 ",ONE STORY,2176,$51.36 ,1968,$56.78 ,14,GOOD,0.35,"$111,750 ","$102,290 ",9.2482,,,
Acct:00000820847500000,7302 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$53.29 ,1889,$53.29 ,14,AVERAGE,0.4,"$100,670 ","$92,050 ",9.3645,,,
Acct:00000820846520000,7305 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$56.85 ,1889,$56.85 ,14,GOOD,0.35,"$107,390 ","$98,060 ",9.5146,,,
Acct:00000820847480000,7306 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2102,$40.44 ,2102,$40.44 ,14,FAIR,0.5,"$85,000 ","$83,510 ",1.7842,,,
Acct:00000820846540000,7309 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2162,$53.11 ,2162,$53.11 ,14,GOOD,0.35,"$114,830 ","$104,700 ",9.6753,,,
Acct:00000820847460000,7310 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1889,$46.17 ,1889,$46.17 ,14,FAIR,0.5,"$87,220 ","$80,040 ",8.9705,,,
Acct:00000820846560000,7313 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1977,$55.31 ,1977,$55.31 ,14,GOOD,0.35,"$109,340 ","$99,790 ",9.5701,,,
Acct:00000820847440000,7314 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2102,$56.87 ,2102,$56.87 ,14,VERY GOOD,0.3,"$119,540 ","$108,910 ",9.7604,9/16/13,MARKET SALE,"$94,900 "
Acct:00000820846580000,7315 BLACKWILLOW LN,,,,1978,1978,"$9,520 ",ONE STORY,2144,$53.90 ,1872,$61.74 ,14,GOOD,0.35,"$115,570 ","$106,380 ",8.6388,,,
Acct:00000820846600000,7317 BLACKWILLOW LN,,,,1978,1985,$400 ,ONE STORY,1920,$56.77 ,1888,$57.73 ,14,VERY GOOD,0.3,"$109,000 ","$109,000 ",0,6/20/14,MARKET SALE,"$109,000 "
Acct:00000820847420000,7318 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1898,$45.91 ,1898,$45.91 ,14,FAIR,0.5,"$87,140 ","$79,970 ",8.9659,3/7/14,AUCTION SALE,"$69,300 "
Acct:00000820846620000,7319 BLACKWILLOW LN,,,,1978,1978,"$8,000 ",ONE STORY,1889,$61.09 ,1889,$61.09 ,14,GOOD,0.35,"$115,390 ","$106,060 ",8.7969,,,
Acct:00000820846640000,7323 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,2102,$53.49 ,2102,$53.49 ,14,GOOD,0.35,"$112,430 ","$102,560 ",9.6236,,,
Acct:00000820846660000,7325 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1742,$58.11 ,1742,$58.11 ,14,GOOD,0.35,"$101,230 ","$92,550 ",9.3787,,,
Acct:00000820846680000,7329 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1920,$55.48 ,1920,$55.48 ,14,GOOD,0.35,"$106,530 ","$97,290 ",9.4974,,,
Acct:00000820846700000,7333 BLACKWILLOW LN,,,,1978,1978,,ONE STORY,1968,$55.21 ,1968,$55.21 ,14,GOOD,0.35,"$108,650 ","$99,190 ",9.5373,,,
