Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:22042500210170000,1002 CARAVAN TRL,,,,1962,1962,,ONE STORY,1029,$70.16 ,1029,$70.16 ,14,AVERAGE,0.5,"$72,190 ","$60,770 ",18.7922,,,
Acct:22042500210160000,1006 CARAVAN TRL,,,,1962,1962,,ONE STORY,1027,$74.87 ,1027,$74.87 ,14,GOOD,0.45,"$76,890 ","$60,180 ",27.7667,5/29/15,MARKET SALE,"$77,500 "
Acct:22042500210150000,1010 CARAVAN TRL,,,,1962,1962,$500 ,ONE STORY,1344,$69.02 ,1344,$69.02 ,14,GOOD,0.45,"$92,760 ","$85,970 ",7.8981,12/30/14,MARKET SALE,"$90,000 "
Acct:22042500210140000,1014 CARAVAN TRL,,,,1962,1962,,ONE STORY,1056,$69.87 ,1056,$69.87 ,14,AVERAGE,0.5,"$73,780 ","$62,030 ",18.9424,,,
Acct:22042500210130000,1018 CARAVAN TRL,,,,1962,1962,"$4,500 ",ONE STORY,1029,$78.26 ,1029,$78.26 ,14,VERY GOOD,0.4,"$80,530 ","$68,310 ",17.889,,,
Acct:22042500210120000,1102 CARAVAN TRL,,,,1962,1962,"$4,800 ",ONE STORY,1712,$58.98 ,1712,$58.98 ,14,AVERAGE,0.5,"$100,970 ","$71,250 ",41.7123,3/18/16,ATYPICAL SALE,"$99,000 "
Acct:22042500220180000,1103 CARAVAN TRL,,,,1962,1962,"$7,900 ",ONE STORY,1056,$70.80 ,1056,$70.80 ,14,AVERAGE,0.5,"$74,760 ","$64,440 ",16.0149,,,
Acct:22042500210110000,1106 CARAVAN TRL,,,,1962,1962,"$5,700 ",ONE STORY,1344,$69.58 ,1344,$69.58 ,14,GOOD,0.45,"$93,510 ","$89,070 ",4.9848,3/10/15,MARKET SALE,"$93,900 "
Acct:22042500220170000,1107 CARAVAN TRL,,,,1962,1962,,ONE STORY,1029,$73.28 ,1029,$73.28 ,14,GOOD,0.45,"$75,400 ","$63,320 ",19.0777,,,
Acct:22042500210100000,1110 CARAVAN TRL,,,,1962,1962,,ONE STORY,1035,$64.24 ,1035,$64.24 ,14,AVERAGE,0.5,"$66,490 ","$59,850 ",11.0944,4/15/15,CASH SALE,"$56,500 "
Acct:22042500220160000,1111 CARAVAN TRL,,,,1962,1962,,ONE STORY,1027,$68.16 ,1027,$68.16 ,14,AVERAGE,0.5,"$70,000 ","$59,030 ",18.5838,,,
Acct:22042500210090000,1114 CARAVAN TRL,,,,1962,1962,"$9,936 ",ONE STORY,1029,$77.77 ,1029,$77.77 ,14,AVERAGE,0.5,"$80,030 ","$69,050 ",15.9015,,,
Acct:22042500220150000,1115 CARAVAN TRL,,,,1962,1962,"$5,000 ",ONE STORY,976,$71.67 ,976,$71.67 ,14,AVERAGE,0.5,"$69,950 ","$60,030 ",16.5251,,,
Acct:22042500210080000,1118 CARAVAN TRL,,,,1963,1963,,ONE STORY,1027,$70.74 ,1027,$70.74 ,14,AVERAGE,0.5,"$72,650 ","$61,130 ",18.8451,,,
Acct:22042500220140000,1119 CARAVAN TRL,,,,1963,1963,$800 ,ONE STORY,1332,$65.33 ,1332,$65.33 ,14,VERY GOOD,0.4,"$87,020 ","$72,700 ",19.6974,,,
Acct:22042500210070000,1122 CARAVAN TRL,,,,1963,1963,,ONE STORY,1029,$68.11 ,1029,$68.11 ,14,AVERAGE,0.5,"$70,090 ","$59,110 ",18.5755,,,
Acct:22042500220130000,1123 CARAVAN TRL,,,,1963,1963,,ONE STORY,1734,$46.09 ,1734,$46.09 ,14,FAIR,0.6,"$79,920 ","$66,900 ",19.4619,,,
Acct:22042500210060000,1126 CARAVAN TRL,,,,1963,1963,,ONE STORY,994,$77.87 ,994,$77.87 ,14,AVERAGE,0.5,"$77,400 ","$64,900 ",19.2604,,,
Acct:22042500220120000,1127 CARAVAN TRL,,,,1963,1963,"$9,504 ",ONE STORY,1324,$61.01 ,1027,$78.66 ,14,GOOD,0.45,"$80,780 ","$69,550 ",16.1467,,,
Acct:22042500210050000,1130 CARAVAN TRL,,,,1963,1963,"$5,976 ",ONE STORY,1529,$48.21 ,1031,$71.50 ,14,AVERAGE,0.5,"$73,720 ","$63,220 ",16.6087,,,
Acct:22042500220110000,1131 CARAVAN TRL,,,,1963,1963,"$3,800 ",ONE STORY,1029,$66.85 ,1029,$66.85 ,14,AVERAGE,0.5,"$68,790 ","$58,860 ",16.8705,,,
Acct:22042500210040000,1134 CARAVAN TRL,,,,1963,1963,,ONE STORY,1324,$60.46 ,1324,$60.46 ,14,GOOD,0.45,"$80,050 ","$67,000 ",19.4776,,,
Acct:22042500220100000,1135 CARAVAN TRL,,,,1963,1963,"$5,000 ",ONE STORY,1031,$70.55 ,1031,$70.55 ,14,AVERAGE,0.5,"$72,740 ","$62,240 ",16.8702,3/26/15,HUD,"$60,000 "
Acct:22042500210030000,1138 CARAVAN TRL,,,,1963,1963,"$6,480 ",ONE STORY,1047,$79.26 ,1047,$79.26 ,14,AVERAGE,0.5,"$82,990 ","$70,680 ",17.4165,,,
Acct:22042500220090000,1139 CARAVAN TRL,,,,1963,1963,"$5,940 ",ONE STORY,1047,$74.55 ,1047,$74.55 ,14,GOOD,0.45,"$78,050 ","$66,650 ",17.1043,,,
Acct:22042500210020000,1142 CARAVAN TRL,,,,1963,1963,,ONE STORY,1016,$70.40 ,1016,$70.40 ,14,AVERAGE,0.5,"$71,530 ","$60,250 ",18.722,,,
