Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:60095500200250000,718 N CEDAR RIDGE DR,,,,1947,1947,"$10,080 ",ONE AND ONE HALF STORIES,1686,$34.45 ,1686,$34.45 ,2,FAIR,0.6,"$58,080 ","$68,990 ",-15.8139,,,
Acct:60095500250010000,642 HILL CITY DR,,,,1945,1945,"$7,569 ",ONE STORY,1262,$53.40 ,1100,$61.26 ,4,GOOD,0.45,"$67,390 ","$67,390 ",0,,,
Acct:60095500230110000,526 MIDDALE RD,,,,1945,1945,"$10,080 ",ONE STORY,2168,$38.86 ,1688,$49.91 ,4,AVERAGE,0.5,"$84,240 ","$84,240 ",0,,,
Acct:60095500160160000,502 W CAMP WISDOM RD,,,,1979,1979,,ONE STORY,2444,$66.33 ,2444,$66.33 ,14,GOOD,0.35,"$162,110 ","$146,880 ",10.369,,,
Acct:60095500160150000,506 W CAMP WISDOM RD,,,,1964,1964,"$1,728 ",ONE STORY,1395,$66.40 ,1395,$66.40 ,14,AVERAGE,0.5,"$92,630 ","$84,970 ",9.0149,,,
Acct:60095500160140000,510 W CAMP WISDOM RD,,,,1964,1964,,ONE STORY,1500,$69.88 ,1500,$69.88 ,14,GOOD,0.45,"$104,820 ","$95,680 ",9.5527,,,
Acct:60095500160130000,514 W CAMP WISDOM RD,,,,1975,1975,,ONE STORY,1320,$71.55 ,1320,$71.55 ,14,AVERAGE,0.45,"$94,440 ","$86,410 ",9.2929,,,
Acct:60095500160120000,518 W CAMP WISDOM RD,,,,1975,1975,,ONE STORY,1262,$80.53 ,1262,$80.53 ,14,GOOD,0.4,"$101,630 ","$92,830 ",9.4797,,,
Acct:60095500160110000,522 W CAMP WISDOM RD,,,,1971,1971,,ONE STORY,1456,$68.84 ,1456,$68.84 ,14,AVERAGE,0.45,"$100,230 ","$91,580 ",9.4453,,,
Acct:60095500160100000,526 W CAMP WISDOM RD,,,,1971,1971,$450 ,ONE STORY,1585,$67.36 ,1585,$67.36 ,14,AVERAGE,0.45,"$106,770 ","$97,470 ",9.5414,,,
Acct:60095500160090000,530 W CAMP WISDOM RD,,,,1971,1971,,ONE STORY,1667,$71.66 ,1667,$71.66 ,14,GOOD,0.4,"$119,460 ","$108,760 ",9.8382,,,
Acct:60095500160080000,602 W CAMP WISDOM RD,,,,1971,1971,"$1,728 ",ONE STORY,1776,$64.28 ,1776,$64.28 ,14,AVERAGE,0.45,"$114,160 ","$104,210 ",9.548,,,
Acct:60095500160070000,606 W CAMP WISDOM RD,,,,1971,1971,,ONE STORY,1372,$71.72 ,1372,$71.72 ,14,AVERAGE,0.45,"$98,400 ","$89,940 ",9.4063,,,
Acct:60095500160060000,610 W CAMP WISDOM RD,,,,1972,1972,,ONE STORY,1570,$71.99 ,1570,$71.99 ,14,GOOD,0.4,"$113,030 ","$103,020 ",9.7166,,,
Acct:60095500160050000,614 W CAMP WISDOM RD,,,,1972,1972,,ONE STORY,1336,$78.41 ,1336,$78.41 ,14,GOOD,0.4,"$104,760 ","$95,620 ",9.5587,,,
Acct:60095500160040000,618 W CAMP WISDOM RD,,,,1972,1972,$900 ,ONE STORY,1592,$72.57 ,1592,$72.57 ,14,GOOD,0.4,"$115,530 ","$105,350 ",9.663,,,
Acct:60095500160030000,622 W CAMP WISDOM RD,,,,1973,1973,"$1,920 ",ONE STORY,1448,$80.43 ,1448,$80.43 ,14,VERY GOOD,0.35,"$116,460 ","$106,280 ",9.5785,,,
Acct:60095500160010000,630 W CAMP WISDOM RD,,,,1964,1964,"$1,920 ",ONE STORY,2021,$64.23 ,2021,$64.23 ,14,AVERAGE,0.5,"$129,800 ","$119,320 ",8.7831,,,
