Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:16041500070100000,302 AQUARIUS DR,,,,1974,2000,"$3,240 ",ONE STORY,1352,$77.74 ,1352,$77.74 ,14,VERY GOOD,0.15,"$105,110 ","$94,810 ",10.8638,,,
Acct:16041500060100000,303 AQUARIUS DR,,,,1974,1974,"$1,080 ",ONE STORY,1064,$62.89 ,1064,$62.89 ,14,AVERAGE,0.45,"$66,910 ","$60,880 ",9.9047,,,
Acct:16041500070110000,304 AQUARIUS DR,,,,1974,1974,,ONE STORY,1085,$61.80 ,1085,$61.80 ,14,AVERAGE,0.45,"$67,050 ","$60,870 ",10.1528,,,
Acct:16041500060090000,305 AQUARIUS DR,,,,1976,1976,"$1,728 ",ONE STORY,1316,$53.28 ,1316,$53.28 ,14,AVERAGE,0.45,"$70,110 ","$63,780 ",9.9247,,,
Acct:16041500070120000,306 AQUARIUS DR,,,,1974,1974,,ONE STORY,1064,$63.09 ,1064,$63.09 ,14,AVERAGE,0.45,"$67,130 ","$60,940 ",10.1575,,,
Acct:16041500060080000,307 AQUARIUS DR,,,,1974,1974,"$2,328 ",ONE STORY,1352,$53.43 ,1352,$53.43 ,14,AVERAGE,0.45,"$72,240 ","$65,730 ",9.9042,,,
Acct:16041500070130000,308 AQUARIUS DR,,,,1974,1974,"$2,720 ",ONE STORY,2186,$51.03 ,2186,$51.03 ,14,GOOD,0.4,"$111,550 ","$100,420 ",11.0834,,,
Acct:16041500060070000,309 AQUARIUS DR,,,,1974,1974,,ONE STORY,1085,$60.60 ,1085,$60.60 ,14,AVERAGE,0.45,"$65,750 ","$59,730 ",10.0787,,,
Acct:16041500070140000,310 AQUARIUS DR,,,,1974,1974,,ONE STORY,1064,$67.55 ,1064,$67.55 ,14,GOOD,0.4,"$71,870 ","$65,120 ",10.3655,,,
Acct:16041500060060000,311 AQUARIUS DR,,,,1974,1974,,ONE STORY,1064,$44.50 ,1064,$44.50 ,14,POOR,0.65,"$47,350 ","$40,500 ",16.9136,9/1/14,AUCTION SALE,"$25,500 "
Acct:16041500070150000,312 AQUARIUS DR,,,,1974,1974,,ONE STORY,1607,$49.90 ,1607,$49.90 ,14,AVERAGE,0.45,"$80,190 ","$72,460 ",10.668,,,
Acct:16041500060050000,313 AQUARIUS DR,,,,1974,1974,,ONE STORY,1288,$55.02 ,1288,$55.02 ,14,AVERAGE,0.45,"$70,860 ","$64,240 ",10.3051,,,
Acct:16041500070160000,314 AQUARIUS DR,,,,1974,1974,,ONE STORY,1352,$52.67 ,1352,$52.67 ,14,AVERAGE,0.45,"$71,210 ","$64,540 ",10.3347,,,
