Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:00000616801000000,617 BLUEWOOD DR,,,,1956,1956,,ONE STORY,900,$51.94 ,900,$51.94 ,4,GOOD,0.45,"$46,750 ","$38,960 ",19.9949,,,
Acct:00000616798000000,621 BLUEWOOD DR,,,,1956,1956,,ONE STORY,928,$46.52 ,928,$46.52 ,4,AVERAGE,0.5,"$43,170 ","$36,430 ",18.5012,,,
Acct:00000616795000000,627 BLUEWOOD DR,,,,1956,1956,,ONE STORY,1170,$40.01 ,1170,$40.01 ,4,AVERAGE,0.5,"$46,810 ","$20,040 ",133.5828,12/29/12,POOR CONDITION AT TIME OF SALE,"$21,000 "
Acct:00000616792000000,705 BLUEWOOD DR,,,,1956,1956,,ONE STORY,1174,$42.84 ,1174,$42.84 ,4,GOOD,0.45,"$50,290 ","$41,680 ",20.6574,,,
Acct:00000616963000000,706 BLUEWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,1188,$42.40 ,936,$53.81 ,4,VERY GOOD,0.4,"$50,370 ","$42,440 ",18.6852,,,
Acct:00000616960000000,710 BLUEWOOD DR,,,,1956,1956,,ONE STORY,896,$48.82 ,896,$48.82 ,4,AVERAGE,0.5,"$43,740 ","$36,650 ",19.3452,,,
Acct:00000616786000000,715 BLUEWOOD DR,,,,1956,1956,"$2,268 ",ONE STORY,1440,$34.33 ,1188,$41.62 ,4,AVERAGE,0.5,"$49,440 ","$41,550 ",18.9892,,,
Acct:00000616957000000,716 BLUEWOOD DR,,,,1956,1956,,ONE STORY,1216,$39.56 ,1216,$39.56 ,4,AVERAGE,0.5,"$48,110 ","$27,400 ",75.5839,,,
Acct:00000616783000000,719 BLUEWOOD DR,,,,1956,1956,"$2,000 ",ONE STORY,1228,$46.86 ,1228,$46.86 ,4,VERY GOOD,0.4,"$57,550 ","$47,730 ",20.5741,8/15/15,MARKET SALE,"$59,000 "
Acct:00000616954000000,720 BLUEWOOD DR,,,,1956,1956,,ONE STORY,919,$46.97 ,919,$46.97 ,4,AVERAGE,0.5,"$43,170 ","$36,210 ",19.2212,,,
Acct:00000616780000000,725 BLUEWOOD DR,,,,1956,1956,,ONE STORY,1170,$45.76 ,1170,$45.76 ,4,VERY GOOD,0.4,"$53,540 ","$42,740 ",25.2691,,,
Acct:00000616951000000,726 BLUEWOOD DR,,,,1956,1956,,ONE STORY,895,$41.34 ,895,$41.34 ,4,FAIR,0.6,"$37,000 ","$29,790 ",24.2028,8/7/13,FORECLOSURE,"$27,300 "
Acct:00000616777000000,729 BLUEWOOD DR,,,,1956,1956,"$5,800 ",ONE STORY,935,$49.21 ,935,$49.21 ,4,AVERAGE,0.5,"$46,010 ","$39,730 ",15.8067,,,
Acct:00000616948000000,730 BLUEWOOD DR,,,,1956,1956,,ONE STORY,936,$44.95 ,936,$44.95 ,4,AVERAGE,0.5,"$42,070 ","$34,870 ",20.6481,,,
Acct:00000616774000000,735 BLUEWOOD DR,,,,1956,1956,$200 ,ONE STORY,1224,$38.31 ,1224,$38.31 ,4,AVERAGE,0.5,"$46,890 ","$22,000 ",113.1364,,,
Acct:00000616945000000,736 BLUEWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,896,$48.40 ,896,$48.40 ,4,AVERAGE,0.5,"$43,370 ","$37,050 ",17.058,,,
Acct:00000616771000000,739 BLUEWOOD DR,,,,1956,1956,,ONE STORY,900,$47.78 ,900,$47.78 ,4,AVERAGE,0.5,"$43,000 ","$31,630 ",35.9469,,,
Acct:00000616942000000,740 BLUEWOOD DR,,,,1956,1956,,ONE STORY,952,$44.97 ,952,$44.97 ,4,AVERAGE,0.5,"$42,810 ","$35,930 ",19.1483,,,
Acct:00000616768000000,745 BLUEWOOD DR,,,,1956,1956,"$2,800 ",ONE STORY,928,$46.11 ,928,$46.11 ,4,AVERAGE,0.5,"$42,790 ","$32,410 ",32.0272,,,
Acct:00000616939000000,746 BLUEWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,889,$46.72 ,889,$46.72 ,4,AVERAGE,0.5,"$41,530 ","$31,710 ",30.9681,,,
Acct:00000616765000000,749 BLUEWOOD DR,,,,1956,1956,"$4,134 ",ONE STORY,882,$49.97 ,882,$49.97 ,4,AVERAGE,0.5,"$44,070 ","$33,710 ",30.7327,,,
Acct:00000616936000000,750 BLUEWOOD DR,,,,1956,1956,"$4,276 ",ONE STORY,927,$49.30 ,927,$49.30 ,4,AVERAGE,0.5,"$45,700 ","$34,770 ",31.4351,,,
Acct:00000616966000000,705 CLEARWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,900,$46.74 ,900,$46.74 ,4,AVERAGE,0.5,"$42,070 ","$36,050 ",16.699,,,
Acct:00000617230000000,706 CLEARWOOD DR,,,,1956,1956,,ONE STORY,919,$47.34 ,919,$47.34 ,4,AVERAGE,0.5,"$43,510 ","$31,950 ",36.1815,,,
Acct:00000616969000000,711 CLEARWOOD DR,,,,1956,1956,"$7,200 ",ONE STORY,886,$51.87 ,886,$51.87 ,4,AVERAGE,0.5,"$45,960 ","$40,020 ",14.8426,,,
Acct:00000617227000000,712 CLEARWOOD DR,,,,1956,1956,,ONE STORY,895,$49.03 ,895,$49.03 ,4,AVERAGE,0.5,"$43,880 ","$30,790 ",42.5138,,,
Acct:00000616972000000,715 CLEARWOOD DR,,,,1956,1956,,ONE STORY,1690,$34.84 ,1690,$34.84 ,4,AVERAGE,0.5,"$58,880 ","$41,230 ",42.8086,,,
Acct:00000617224000000,716 CLEARWOOD DR,,,,1956,1956,,ONE STORY,936,$46.93 ,936,$46.93 ,4,AVERAGE,0.5,"$43,930 ","$18,000 ",144.0556,7/12/12,AUCTION SALE,"$9,999 "
Acct:00000616975000000,721 CLEARWOOD DR,,,,1956,1956,,ONE STORY,928,$54.34 ,928,$54.34 ,4,VERY GOOD,0.4,"$50,430 ","$41,790 ",20.6748,,,
Acct:00000617221000000,722 CLEARWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,860,$48.33 ,860,$48.33 ,4,AVERAGE,0.5,"$41,560 ","$31,730 ",30.9801,,,
Acct:00000616978000000,725 CLEARWOOD DR,,,,1956,1956,,ONE STORY,972,$45.94 ,972,$45.94 ,4,AVERAGE,0.5,"$44,650 ","$37,340 ",19.5769,,,
Acct:00000617218000000,726 CLEARWOOD DR,,,,1956,1956,,ONE STORY,916,$48.29 ,916,$48.29 ,4,AVERAGE,0.5,"$44,230 ","$37,020 ",19.476,,,
Acct:00000616981000000,731 CLEARWOOD DR,,,,1956,1956,,ONE STORY,900,$48.90 ,900,$48.90 ,4,AVERAGE,0.5,"$44,010 ","$39,240 ",12.156,8/22/14,MARKET SALE,"$40,000 "
Acct:00000617215000000,732 CLEARWOOD DR,,,,1956,1956,"$2,800 ",ONE STORY,919,$46.39 ,919,$46.39 ,4,AVERAGE,0.5,"$42,630 ","$32,310 ",31.9406,,,
Acct:00000616984000000,735 CLEARWOOD DR,,,,1956,1956,"$2,304 ",ONE STORY,886,$46.38 ,886,$46.38 ,4,AVERAGE,0.5,"$41,090 ","$27,210 ",51.0107,,,
Acct:00000617212000000,736 CLEARWOOD DR,,,,1956,1956,,ONE STORY,895,$47.54 ,895,$47.54 ,4,AVERAGE,0.5,"$42,550 ","$26,640 ",59.7222,,,
Acct:00000616987000000,741 CLEARWOOD DR,,,,1956,1956,"$3,500 ",ONE STORY,882,$47.79 ,882,$47.79 ,4,AVERAGE,0.5,"$42,150 ","$32,280 ",30.5762,,,
Acct:00000617209000000,742 CLEARWOOD DR,,,,1956,1956,,ONE STORY,1524,$34.21 ,1524,$34.21 ,4,AVERAGE,0.5,"$52,140 ","$36,320 ",43.5573,,,
Acct:00000616990000000,745 CLEARWOOD DR,,,,1956,1956,,ONE STORY,928,$46.15 ,928,$46.15 ,4,AVERAGE,0.5,"$42,830 ","$31,360 ",36.5753,,,
Acct:00000617206000000,746 CLEARWOOD DR,,,,1956,1956,,ONE STORY,896,$48.82 ,896,$48.82 ,4,AVERAGE,0.5,"$43,740 ","$36,650 ",19.3452,,,
Acct:00000616993000000,751 CLEARWOOD DR,,,,1956,1956,,ONE STORY,972,$44.47 ,972,$44.47 ,4,AVERAGE,0.5,"$43,220 ","$31,600 ",36.7722,,,
Acct:00000617203000000,752 CLEARWOOD DR,,,,1956,1956,"$3,000 ",ONE STORY,916,$49.37 ,916,$49.37 ,4,AVERAGE,0.5,"$45,220 ","$38,480 ",17.5156,,,
Acct:00000616996000000,755 CLEARWOOD DR,,,,1956,1956,"$2,500 ",ONE STORY,924,$45.85 ,924,$45.85 ,4,AVERAGE,0.5,"$42,370 ","$36,170 ",17.1413,,,
Acct:00000617200000000,756 CLEARWOOD DR,,,,1956,1956,,ONE STORY,919,$48.47 ,919,$48.47 ,4,AVERAGE,0.5,"$44,540 ","$32,410 ",37.4267,,,
Acct:00000616999000000,761 CLEARWOOD DR,,,,1956,1956,"$6,480 ",ONE STORY,1174,$40.73 ,886,$53.97 ,4,GOOD,0.45,"$47,820 ","$41,280 ",15.843,8/13/14,CASH SALE,"$43,000 "
Acct:00000617197000000,762 CLEARWOOD DR,,,,1956,1956,,ONE STORY,895,$47.54 ,895,$47.54 ,4,AVERAGE,0.5,"$42,550 ","$35,730 ",19.0876,,,
Acct:00000617194000000,766 CLEARWOOD DR,,,,1956,1956,"$3,200 ",ONE STORY,936,$40.59 ,936,$40.59 ,4,FAIR,0.6,"$37,990 ","$37,160 ",2.2336,9/30/14,CASH SALE,"$38,000 "
Acct:00000617233000000,705 DEERWOOD DR,,,,1956,1956,"$3,200 ",ONE STORY,1188,$36.86 ,900,$48.66 ,4,AVERAGE,0.5,"$43,790 ","$37,420 ",17.023,,,
Acct:00000617419000000,706 DEERWOOD DR,,,,1956,1956,,ONE STORY,1288,$37.50 ,1288,$37.50 ,4,AVERAGE,0.5,"$48,300 ","$34,720 ",39.1129,,,
Acct:00000617236000000,709 DEERWOOD DR,,,,1956,1956,"$3,200 ",ONE STORY,976,$44.52 ,976,$44.52 ,4,AVERAGE,0.5,"$43,450 ","$37,160 ",16.9268,,,
Acct:00000617416000000,710 DEERWOOD DR,,,,1956,1956,,ONE STORY,1186,$38.48 ,1186,$38.48 ,4,AVERAGE,0.5,"$45,640 ","$31,680 ",44.0657,,,
Acct:00000617239000000,715 DEERWOOD DR,,,,1956,1956,,ONE STORY,972,$52.48 ,972,$52.48 ,4,VERY GOOD,0.4,"$51,010 ","$27,830 ",83.2914,,,
Acct:00000617413000000,716 DEERWOOD DR,,,,1956,1956,,ONE STORY,919,$48.23 ,919,$48.23 ,4,AVERAGE,0.5,"$44,320 ","$32,280 ",37.2986,,,
Acct:00000617242000000,719 DEERWOOD DR,,,,1956,1956,"$5,400 ",ONE STORY,886,$50.58 ,886,$50.58 ,4,AVERAGE,0.5,"$44,810 ","$34,650 ",29.3218,,,
Acct:00000617410000000,720 DEERWOOD DR,,,,1956,1956,,ONE STORY,936,$46.26 ,936,$46.26 ,4,AVERAGE,0.5,"$43,300 ","$31,650 ",36.8088,,,
Acct:00000617245000000,725 DEERWOOD DR,,,,1956,1956,"$3,200 ",ONE STORY,882,$47.47 ,882,$47.47 ,4,AVERAGE,0.5,"$41,870 ","$35,950 ",16.4673,,,
Acct:00000617407000000,726 DEERWOOD DR,,,,1956,1956,,ONE STORY,1172,$40.96 ,1172,$40.96 ,4,AVERAGE,0.5,"$48,010 ","$24,710 ",94.2938,,,
