Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:22084500070130000,902 CLINT SMITH DR,,,,1975,1975,,ONE STORY,2621,$64.74 ,2621,$64.74 ,18,GOOD,0.4,"$169,680 ","$140,640 ",20.6485,,,
Acct:22084500080110000,903 CLINT SMITH DR,,,,1975,1975,"$6,347 ",ONE STORY,2903,$64.94 ,2727,$69.13 ,18,VERY GOOD,0.35,"$188,530 ","$156,890 ",20.167,,,
Acct:22084500070140000,906 CLINT SMITH DR,,,,1975,1975,"$14,800 ",ONE STORY,2171,$80.62 ,2171,$80.62 ,18,VERY GOOD,0.35,"$175,020 ","$147,940 ",18.3047,8/5/13,MARKET SALE,"$152,500 "
Acct:22084500080100000,907 CLINT SMITH DR,,,,1975,1975,"$14,000 ",ONE STORY,2593,$72.70 ,2593,$72.70 ,18,VERY GOOD,0.35,"$188,520 ","$159,510 ",18.1869,,,
Acct:22084500070150000,910 CLINT SMITH DR,,,,1975,1975,"$14,000 ",ONE STORY,2172,$75.30 ,2172,$75.30 ,18,GOOD,0.4,"$163,560 ","$138,700 ",17.9236,,,
Acct:22084500080090000,911 CLINT SMITH DR,,,,1975,1975,"$16,500 ",ONE STORY,2402,$77.65 ,2402,$77.65 ,18,VERY GOOD,0.35,"$186,520 ","$157,410 ",18.4931,,,
Acct:22084500070160000,914 CLINT SMITH DR,,,,1975,1975,"$12,000 ",ONE STORY,2634,$69.31 ,2634,$69.31 ,18,GOOD,0.4,"$182,550 ","$153,320 ",19.0647,,,
Acct:22084500080080000,915 CLINT SMITH DR,,,,1975,1975,"$14,500 ",ONE STORY,2154,$84.09 ,2154,$84.09 ,18,VERY GOOD,0.35,"$181,130 ","$152,720 ",18.6027,,,
Acct:22084500070170000,918 CLINT SMITH DR,,,,1975,1975,"$8,284 ",ONE STORY,2580,$65.03 ,2580,$65.03 ,18,AVERAGE,0.45,"$167,770 ","$140,850 ",19.1125,,,
Acct:22084500080070000,919 CLINT SMITH DR,,,,1975,1975,,ONE STORY,2468,$75.45 ,2468,$75.45 ,18,EXCELLENT,0.3,"$186,210 ","$153,730 ",21.128,,,
Acct:22084500070180000,922 CLINT SMITH DR,,,,1975,1975,"$14,000 ",ONE STORY,2092,$83.50 ,2092,$83.50 ,18,VERY GOOD,0.35,"$174,690 ","$147,520 ",18.4178,,,
Acct:22084500080060000,923 CLINT SMITH DR,"2,","$29,500 ","$16,000 ",1975,1975,"$16,000 ",ONE STORY,2070,$84.37 ,2070,$84.37 ,18,VERY GOOD,0.35,"$174,640 ","$131,890 ",32.4134,,,
Acct:22084500080050000,927 CLINT SMITH DR,,,,1975,1975,"$1,500 ",ONE STORY,2426,$69.41 ,2426,$69.41 ,18,VERY GOOD,0.35,"$168,380 ","$139,920 ",20.3402,,,
Acct:22084500070200000,930 CLINT SMITH DR,,,,1975,1975,"$14,289 ",ONE STORY,3200,$54.03 ,2648,$65.29 ,18,AVERAGE,0.45,"$172,900 ","$146,160 ",18.295,,,
Acct:22084500080040000,931 CLINT SMITH DR,,,,1975,1975,"$15,500 ",ONE STORY,2527,$74.89 ,2527,$74.89 ,18,VERY GOOD,0.35,"$189,240 ","$159,360 ",18.75,,,
Acct:22084500070210000,934 CLINT SMITH DR,,,,1975,1975,"$1,500 ",ONE STORY,2812,$62.66 ,2812,$62.66 ,18,GOOD,0.4,"$176,200 ","$146,110 ",20.5941,,,
Acct:22084500080030000,935 CLINT SMITH DR,,,,1975,1975,"$1,680 ",ONE STORY,2004,$72.55 ,2004,$72.55 ,18,GOOD,0.4,"$145,390 ","$121,750 ",19.4168,,,
Acct:22084500070220000,938 CLINT SMITH DR,,,,1974,1974,"$16,000 ",ONE STORY,2386,$78.47 ,2386,$78.47 ,18,VERY GOOD,0.35,"$187,230 ","$157,870 ",18.5976,,,
Acct:22084500080020000,939 CLINT SMITH DR,,,,1975,1975,"$10,300 ",ONE STORY,2675,$62.60 ,2367,$70.75 ,18,GOOD,0.4,"$167,460 ","$141,020 ",18.7491,10/31/12,ESTATE SALE,"$123,000 "
Acct:22084500070230000,942 CLINT SMITH DR,2,"$1,500 ",$780 ,1975,1975,"$14,600 ",ONE STORY,2526,$69.25 ,2526,$69.25 ,18,GOOD,0.4,"$174,930 ","$140,000 ",24.95,,,
Acct:22084500080010000,943 CLINT SMITH DR,,,,1975,1975,"$12,000 ",ONE STORY,2904,$69.09 ,2904,$69.09 ,18,VERY GOOD,0.35,"$200,640 ","$167,660 ",19.6708,,,
Acct:22083500060130000,902 GREEN RIDGE DR,,,,1973,1973,"$12,000 ",ONE STORY,2206,$79.13 ,2206,$79.13 ,18,VERY GOOD,0.35,"$174,550 ","$146,990 ",18.7496,,,
Acct:22083500070120000,903 GREEN RIDGE DR,,,,1974,1974,,ONE STORY,2564,$64.77 ,2564,$64.77 ,18,GOOD,0.4,"$166,080 ","$146,770 ",13.1566,5/9/14,MARKET SALE,"$151,900 "
Acct:22083500060140000,906 GREEN RIDGE DR,,,,1975,1975,"$1,680 ",ONE STORY,2250,$74.60 ,2250,$74.60 ,18,VERY GOOD,0.35,"$167,840 ","$139,530 ",20.2895,,,
Acct:22083500070110000,907 GREEN RIDGE DR,,,,1974,1974,"$21,500 ",ONE STORY,2342,$70.32 ,1882,$87.51 ,18,VERY GOOD,0.35,"$164,690 ","$141,160 ",16.669,,,
Acct:22083500060150000,910 GREEN RIDGE DR,,,,1974,1974,"$14,672 ",ONE STORY,1897,$81.39 ,1897,$81.39 ,18,GOOD,0.4,"$154,390 ","$131,580 ",17.3355,,,
Acct:22083500070100000,911 GREEN RIDGE DR,,,,1974,1974,"$1,000 ",ONE STORY,2700,$65.62 ,2556,$69.32 ,18,VERY GOOD,0.35,"$177,180 ","$146,790 ",20.703,,,
Acct:22083500060160000,914 GREEN RIDGE DR,,,,1973,1973,"$2,587 ",ONE STORY,2319,$74.33 ,2319,$74.33 ,18,VERY GOOD,0.35,"$172,370 ","$143,310 ",20.2777,,,
Acct:22083500070090000,915 GREEN RIDGE DR,,,,1974,1974,"$13,680 ",ONE STORY,2438,$76.85 ,2438,$76.85 ,18,VERY GOOD,0.35,"$187,360 ","$157,490 ",18.9663,12/8/15,MARKET SALE,"$184,900 "
Acct:22083500060170000,918 GREEN RIDGE DR,,,,1973,1973,"$12,000 ",ONE STORY,2334,$71.97 ,2334,$71.97 ,18,GOOD,0.4,"$167,980 ","$141,780 ",18.4793,,,
Acct:22083500070080000,919 GREEN RIDGE DR,,,,1974,1974,"$7,508 ",ONE STORY,2429,$68.57 ,2099,$79.35 ,18,VERY GOOD,0.35,"$166,560 ","$139,730 ",19.2013,,,
Acct:22083500070060000,927 GREEN RIDGE DR,,,,1974,1974,"$12,000 ",ONE STORY,2556,$73.46 ,2556,$73.46 ,18,VERY GOOD,0.35,"$187,760 ","$157,450 ",19.2506,,,
Acct:22083500060200000,930 GREEN RIDGE DR,,,,1973,1973,,ONE STORY,2388,$70.94 ,2388,$70.94 ,18,VERY GOOD,0.35,"$169,400 ","$140,420 ",20.6381,,,
Acct:22083500070050000,931 GREEN RIDGE DR,,,,1974,1974,"$12,000 ",ONE STORY,1998,$81.70 ,1998,$81.70 ,18,VERY GOOD,0.35,"$163,230 ","$138,020 ",18.2655,,,
Acct:22083500070040000,935 GREEN RIDGE DR,,,,1973,1973,,ONE STORY,2232,$63.90 ,2232,$63.90 ,18,AVERAGE,0.45,"$142,620 ","$119,200 ",19.6477,,,
