Account Number,Property Address,Permit Codes,Permit Amt,Contrib Amt,Yr Built,Eff Yr Built,Addl Impr Amt,Num Stories,Tot Liv Area SF,Tot Living PSF,Living Area,Living Area PSF,Bldg Class,Desirability,Depr Pct,Market Val,Prior Mkt Val,Mkt Change Pct,Sale Date,Sale Desc,Adj Sale Price
Acct:22144500080130000,302 W DAVIS ST,,,,1971,1971,,ONE AND ONE HALF STORIES,2175,$65.93 ,2175,$65.93 ,13,GOOD,0.4,"$143,390 ","$126,850 ",13.039,,,
Acct:22144500090110000,303 W DAVIS ST,,,,1960,1960,"$10,070 ",ONE AND ONE HALF STORIES,2892,$62.77 ,2892,$62.77 ,13,VERY GOOD,0.4,"$181,530 ","$161,200 ",12.6117,,,
Acct:22144500080140000,306 W DAVIS ST,,,,1959,1959,,ONE STORY,1308,$85.54 ,1308,$85.54 ,13,VERY GOOD,0.4,"$111,890 ","$99,600 ",12.3394,,,
Acct:22144500090100000,307 W DAVIS ST,,,,1960,1960,,ONE STORY,1353,$72.51 ,1353,$72.51 ,13,AVERAGE,0.5,"$98,100 ","$87,000 ",12.7586,,,
Acct:22144500080150000,310 W DAVIS ST,,,,1960,1960,"$1,950 ",ONE STORY,1424,$74.77 ,1224,$86.99 ,13,GOOD,0.45,"$106,470 ","$95,180 ",11.8617,,,
Acct:22144500090090000,311 W DAVIS ST,,,,1962,1962,,ONE STORY,1247,$82.05 ,1247,$82.05 ,13,GOOD,0.45,"$102,320 ","$91,330 ",12.0333,,,
Acct:22144500080160000,314 W DAVIS ST,,,,1959,1959,,ONE STORY,1749,$67.43 ,1749,$67.43 ,13,GOOD,0.45,"$117,940 ","$104,840 ",12.4952,,,
Acct:22144500090080000,315 W DAVIS ST,,,,1959,1959,"$15,000 ",ONE STORY,1565,$90.87 ,1565,$90.87 ,13,VERY GOOD,0.4,"$142,210 ","$120,190 ",18.321,,,
Acct:22144500080170000,318 W DAVIS ST,,,,1960,1960,"$3,288 ",ONE STORY,1272,$85.27 ,1272,$85.27 ,13,GOOD,0.45,"$108,460 ","$97,080 ",11.7223,,,
Acct:22144500090070000,319 W DAVIS ST,,,,1960,1960,,ONE STORY,1326,$79.79 ,1326,$79.79 ,13,GOOD,0.45,"$105,800 ","$94,340 ",12.1476,,,
Acct:22144500080180000,322 W DAVIS ST,,,,1960,1960,,ONE STORY,1316,$77.81 ,1316,$77.81 ,13,GOOD,0.45,"$102,400 ","$91,400 ",12.035,,,
Acct:22144500090060000,323 W DAVIS ST,,,,1960,1960,"$1,728 ",ONE STORY,1700,$72.17 ,1700,$72.17 ,13,VERY GOOD,0.4,"$122,690 ","$109,180 ",12.3741,,,
Acct:22144500080190000,326 W DAVIS ST,,,,1960,1960,,ONE STORY,1335,$79.35 ,1335,$79.35 ,13,GOOD,0.45,"$105,930 ","$94,450 ",12.1546,,,
Acct:22144500090050000,327 W DAVIS ST,,,,1960,1960,,ONE STORY,1700,$61.62 ,1700,$61.62 ,13,AVERAGE,0.5,"$104,750 ","$93,430 ",12.116,,,
Acct:22144500080200000,330 W DAVIS ST,,,,1960,1960,"$2,340 ",ONE STORY,1390,$66.19 ,1390,$66.19 ,13,FAIR,0.6,"$92,000 ","$90,000 ",2.2222,,,
Acct:22144500090040000,331 W DAVIS ST,,,,1960,1960,,ONE STORY,1226,$87.38 ,1226,$87.38 ,13,VERY GOOD,0.4,"$107,130 ","$95,490 ",12.1898,9/19/14,MARKET SALE,"$100,000 "
Acct:22144500080210000,334 W DAVIS ST,,"$36,800 ",$0 ,1960,1960,$960 ,ONE STORY,1310,$50.46 ,1310,$50.46 ,13,POOR,0.7,"$66,100 ","$60,140 ",9.9102,,,
Acct:22144500090030000,335 W DAVIS ST,,,,1960,1960,,ONE STORY,1854,$63.06 ,1854,$63.06 ,13,AVERAGE,0.5,"$116,910 ","$103,950 ",12.4675,,,
Acct:22055500030020000,129 W FAIN ST,,,,1963,1963,$840 ,ONE STORY,2015,$74.29 ,2015,$74.29 ,13,GOOD,0.45,"$149,690 ","$133,830 ",11.8509,,,
Acct:22055500050140000,130 W FAIN ST,,,,1963,1963,,ONE STORY,1643,$79.12 ,1643,$79.12 ,13,GOOD,0.45,"$130,000 ","$116,690 ",11.4063,,,
Acct:22055500050130000,206 W FAIN ST,,,,1963,1963,,ONE STORY,1490,$76.83 ,1490,$76.83 ,13,GOOD,0.45,"$114,480 ","$101,850 ",12.4006,,,
Acct:22055500060030000,207 W FAIN ST,,,,1963,1963,"$2,496 ",ONE STORY,1518,$71.40 ,1518,$71.40 ,13,AVERAGE,0.5,"$108,390 ","$96,910 ",11.846,,,
Acct:22055500050120000,210 W FAIN ST,,,,1963,1963,"$8,064 ",ONE STORY,2008,$63.53 ,2008,$63.53 ,13,AVERAGE,0.5,"$127,570 ","$122,780 ",3.9013,9/30/15,MARKET SALE,"$125,000 "
Acct:22055500060040000,211 W FAIN ST,,,,1963,1963,,ONE STORY,1609,$67.95 ,1609,$67.95 ,13,AVERAGE,0.5,"$109,330 ","$97,390 ",12.26,,,
Acct:22055500050110000,214 W FAIN ST,,,,1963,1963,,ONE STORY,1585,$73.96 ,1585,$73.96 ,13,GOOD,0.45,"$117,230 ","$104,230 ",12.4724,,,
Acct:22055500060050000,215 W FAIN ST,,,,1963,1963,,ONE STORY,1326,$73.63 ,1326,$73.63 ,13,AVERAGE,0.5,"$97,640 ","$87,280 ",11.8698,,,
Acct:22055500050100000,218 W FAIN ST,,,,1963,1963,"$2,592 ",ONE STORY,1452,$83.76 ,1452,$83.76 ,13,VERY GOOD,0.4,"$121,620 ","$108,370 ",12.2266,,,
Acct:22055500060060000,219 W FAIN ST,,,,1963,1963,,ONE STORY,1346,$80.90 ,1346,$80.90 ,13,GOOD,0.45,"$108,890 ","$97,010 ",12.2462,,,
Acct:22055500050090000,222 W FAIN ST,,,,1963,1963,"$13,440 ",ONE STORY,1855,$72.63 ,1855,$72.63 ,13,GOOD,0.45,"$134,720 ","$121,170 ",11.1826,,,
Acct:22055500060070000,223 W FAIN ST,,,,1963,1963,,ONE STORY,1535,$74.63 ,1535,$74.63 ,13,GOOD,0.45,"$114,560 ","$101,910 ",12.4129,,,
Acct:22055500050080000,226 W FAIN ST,,,,1963,1963,"$1,296 ",ONE STORY,1457,$79.57 ,1457,$79.57 ,13,GOOD,0.45,"$115,940 ","$103,280 ",12.2579,,,
Acct:22055500060080000,227 W FAIN ST,,,,1963,1963,,ONE STORY,1646,$56.90 ,1646,$56.90 ,13,FAIR,0.6,"$93,660 ","$83,840 ",11.7128,1/28/14,FORECLOSURE,"$62,100 "
Acct:22055500050070000,228 W FAIN ST,,,,1963,1963,,ONE STORY,1525,$76.89 ,1525,$76.89 ,13,GOOD,0.45,"$117,250 ","$104,240 ",12.4808,,,
Acct:22055500050060000,230 W FAIN ST,,,,1963,1963,,ONE STORY,1733,$55.05 ,1733,$55.05 ,13,FAIR,0.6,"$95,400 ","$85,350 ",11.775,,,
Acct:22055500060090000,231 W FAIN ST,,,,1963,1963,,ONE STORY,1572,$75.30 ,1572,$75.30 ,13,GOOD,0.45,"$118,370 ","$105,210 ",12.5083,,,
Acct:22055500050050000,232 W FAIN ST,,,,1963,1963,"$3,536 ",ONE STORY,2039,$61.05 ,2039,$61.05 ,13,AVERAGE,0.5,"$124,480 ","$110,980 ",12.1644,,,
Acct:22055500060100000,235 W FAIN ST,,,,1963,1963,,ONE STORY,1508,$74.52 ,1508,$74.52 ,13,GOOD,0.45,"$112,380 ","$100,030 ",12.3463,,,
Acct:22055500050040000,236 W FAIN ST,,,,1963,1963,,ONE STORY,1384,$72.41 ,1384,$72.41 ,13,AVERAGE,0.5,"$100,210 ","$89,510 ",11.954,,,
Acct:22055500060110000,239 W FAIN ST,,,,1963,1963,,ONE STORY,2412,$67.98 ,2412,$67.98 ,13,VERY GOOD,0.4,"$163,970 ","$144,650 ",13.3564,,,
Acct:22055500060120000,243 W FAIN ST,,,,1963,1963,"$11,879 ",ONE STORY,2356,$46.62 ,1518,$72.35 ,13,AVERAGE,0.5,"$109,830 ","$99,430 ",10.4596,,,
Acct:22055500060130000,247 W FAIN ST,,,,1963,1963,"$2,880 ",ONE STORY,1578,$76.32 ,1578,$76.32 ,13,GOOD,0.45,"$120,440 ","$107,390 ",12.152,,,
Acct:22055500070140000,302 W FAIN ST,,,,1963,1963,,ONE STORY,1498,$76.36 ,1498,$76.36 ,13,GOOD,0.45,"$114,380 ","$101,760 ",12.4017,,,
Acct:22055500060140000,303 W FAIN ST,,,,1963,1963,,ONE STORY,1936,$64.91 ,1936,$64.91 ,13,GOOD,0.45,"$125,670 ","$111,520 ",12.6883,,,
Acct:22055500070130000,306 W FAIN ST,,,,1962,1962,,ONE STORY,1571,$75.44 ,1571,$75.44 ,13,GOOD,0.45,"$118,510 ","$105,330 ",12.5131,,,
Acct:22055500060150000,307 W FAIN ST,,,,1963,1963,"$5,456 ",ONE STORY,1580,$83.25 ,1580,$83.25 ,13,VERY GOOD,0.4,"$131,540 ","$117,340 ",12.1016,,,
Acct:22057500070120000,310 W FAIN ST,Z,$700 ,$0 ,1964,1964,,ONE STORY,1679,$77.94 ,1679,$77.94 ,13,VERY GOOD,0.4,"$130,860 ","$116,020 ",12.7909,,,
Acct:22055500060160000,311 W FAIN ST,,,,1963,1963,$864 ,ONE STORY,2431,$65.29 ,2431,$65.29 ,13,VERY GOOD,0.4,"$158,730 ","$140,240 ",13.1845,,,
Acct:22057500080120000,314 W FAIN ST,,,,1965,1965,,ONE AND ONE HALF STORIES,1942,$70.47 ,1942,$70.47 ,13,VERY GOOD,0.4,"$136,860 ","$121,210 ",12.9115,,,
Acct:22057500060170000,315 W FAIN ST,,,,1968,1968,,ONE STORY,2346,$59.02 ,2346,$59.02 ,13,AVERAGE,0.45,"$138,450 ","$122,580 ",12.9466,,,
Acct:22057500080130000,318 W FAIN ST,,,,1965,1965,,ONE STORY,1590,$82.07 ,1590,$82.07 ,13,VERY GOOD,0.4,"$130,490 ","$115,690 ",12.7928,,,
Acct:22057500060180000,319 W FAIN ST,,,,1968,1968,,ONE STORY,1783,$70.24 ,1783,$70.24 ,13,AVERAGE,0.45,"$125,230 ","$111,150 ",12.6676,,,
Acct:22058500080140000,322 W FAIN ST,,,,1969,1969,,ONE STORY,2028,$67.42 ,2028,$67.42 ,13,GOOD,0.4,"$136,720 ","$99,940 ",36.8021,,,
Acct:22057500060190000,323 W FAIN ST,,,,1968,1968,"$1,600 ",ONE STORY,1658,$78.01 ,1658,$78.01 ,13,GOOD,0.4,"$129,340 ","$114,920 ",12.5479,,,
Acct:22058500110140000,326 W FAIN ST,,,,1969,1969,,ONE STORY,1496,$81.90 ,1496,$81.90 ,13,GOOD,0.4,"$122,520 ","$108,800 ",12.6103,,,
Acct:22057500060200000,327 W FAIN ST,,,,1968,1968,,ONE STORY,1432,$81.54 ,1432,$81.54 ,13,GOOD,0.4,"$116,760 ","$103,820 ",12.4639,,,
Acct:22058500110130000,330 W FAIN ST,,,,1969,1969,,ONE STORY,1608,$78.59 ,1608,$78.59 ,13,GOOD,0.4,"$126,380 ","$112,140 ",12.6984,,,
Acct:22057500060210000,331 W FAIN ST,,,,1968,1968,,ONE STORY,1404,$66.32 ,1404,$66.32 ,13,FAIR,0.55,"$93,120 ","$83,380 ",11.6815,,,
Acct:22058500060220000,335 W FAIN ST,,,,1969,1969,,ONE STORY,1719,$75.82 ,1719,$75.82 ,13,GOOD,0.4,"$130,330 ","$115,550 ",12.791,,,
Acct:22058500060230000,339 W FAIN ST,,,,1969,1969,,ONE STORY,1627,$78.15 ,1627,$78.15 ,13,GOOD,0.4,"$127,150 ","$112,810 ",12.7116,,,
Acct:22058500060240000,343 W FAIN ST,,,,1969,1969,"$4,700 ",ONE STORY,2176,$68.70 ,2176,$68.70 ,13,GOOD,0.4,"$149,500 ","$132,770 ",12.6007,,,
Acct:22058500060250000,347 W FAIN ST,,,,1969,1969,"$2,198 ",ONE STORY,1523,$81.32 ,1523,$81.32 ,13,GOOD,0.4,"$123,850 ","$110,250 ",12.3356,,,
Acct:22058500060260000,351 W FAIN ST,,,,1969,1969,"$2,208 ",ONE STORY,1668,$69.17 ,1668,$69.17 ,13,AVERAGE,0.45,"$115,370 ","$102,920 ",12.0968,,,
Acct:22144500090120000,302 HARMAN ST,,,,1962,1962,,ONE STORY,2174,$67.63 ,2174,$67.63 ,13,GOOD,0.45,"$147,030 ","$130,000 ",13.1,,,
Acct:22144500110110000,303 HARMAN ST,,,,1962,1962,"$7,350 ",ONE STORY,1478,$63.80 ,1478,$63.80 ,13,FAIR,0.6,"$94,290 ","$93,500 ",0.8449,,,
Acct:22144500090130000,306 HARMAN ST,,,,1961,1961,,ONE STORY,1609,$68.15 ,1609,$68.15 ,13,AVERAGE,0.5,"$109,650 ","$113,010 ",-2.9732,5/8/13,MARKET SALE,"$104,900 "
Acct:22144500110100000,307 HARMAN ST,,,,1960,1960,,ONE STORY,1200,$89.08 ,1200,$89.08 ,13,VERY GOOD,0.4,"$106,890 ","$95,280 ",12.1851,,,
Acct:22144500090140000,310 HARMAN ST,,,,1960,1960,,ONE STORY,1239,$85.14 ,1239,$85.14 ,13,GOOD,0.45,"$105,490 ","$94,070 ",12.1399,,,
Acct:22144500110090000,311 HARMAN ST,,,,1962,1962,"$3,510 ",ONE STORY,1720,$64.43 ,1590,$69.70 ,13,AVERAGE,0.5,"$110,820 ","$101,360 ",9.3331,2/24/14,MARKET SALE,"$101,000 "
Acct:22144500090150000,314 HARMAN ST,,,,1960,1960,,ONE STORY,1224,$77.56 ,1224,$77.56 ,13,AVERAGE,0.5,"$94,930 ","$84,940 ",11.7612,,,
Acct:22144500110080000,315 HARMAN ST,,,,1962,1962,,ONE STORY,1269,$52.74 ,1269,$52.74 ,13,POOR,0.7,"$66,930 ","$60,720 ",10.2273,12/7/12,FORECLOSURE,"$55,000 "
Acct:22144500090160000,318 HARMAN ST,,,,1960,1960,,ONE STORY,1353,$60.84 ,1353,$60.84 ,13,FAIR,0.6,"$82,320 ","$74,030 ",11.1982,,,
